Link,Institution,Name,Rating,Review,Duration,Spend time per week,Category,Type
https://www.futurelearn.com/courses/best-care-for-people-with-late-stage-parkinsons-disease-part-one,"University of Padova, EU (Horizon 2020 Project)  & PD_PAL",best care for people with late stage parkinsons disease part one,NA,NA,6 weeks,5 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/best-care-for-people-with-late-stage-parkinsons-disease-part-two,"University of Padova, EU (Horizon 2020 Project)  & PD_PAL",best care for people with late stage parkinsons disease part two,NA,NA,6 weeks,5 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/study-melbourne,Study Melbourne,study melbourne,4.9,(113 reviews),4 weeks,3 hrs per week,Free digital upgrade,courses
https://www.futurelearn.com/courses/best-practices-in-culture-and-heritage-education-in-aotearoa-new-zealand-,Museum of New Zealand Te Papa Tongarewa & Te Pū Tiaki Mana Taonga (TPTMT),best practices in culture and heritage education in aotearoa new zealand ,NA,NA,6 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/womens-rights,"Royal Holloway, University of London & UK Parliament",womens rights,4.8,(232 reviews),4 weeks,5 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/biochemistry,UEA (University of East Anglia),biochemistry,4.6,(118 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/biodiversity-guardianship-and-the-natural-history-of-new-zealand-a-museum-perspective,Museum of New Zealand Te Papa Tongarewa,biodiversity guardianship and the natural history of new zealand a museum perspective,4.8,(28 reviews),2 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/what-could-a-biobased-economy-mean-for-the-future-health-of-our-planet-,University of York & BioYorkshire,what could a biobased economy mean for the future health of our planet ,4.5,(15 reviews),3 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/biosecurity-compliance-in-european-poultry-farms,"University of Padova, NetPoulSafe & EU (Horizon 2020 Project)",biosecurity compliance in european poultry farms,NA,NA,4 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/black-tudors,FutureLearn,black tudors,4.5,(165 reviews),6 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/blended-and-hybrid-learning-design-in-higher-education,The University of Nottingham,blended and hybrid learning design in higher education,5,(7 reviews),5 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/blended-and-online-learning-design,UCL (University College London),blended and online learning design,4.8,(182 reviews),3 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/blended-learning-digital-skills,University of Leeds & UCL Institute of Education,blended learning digital skills,4.4,(51 reviews),2 weeks,4 hrs per week,NA,courses
https://www.futurelearn.com/courses/blended-learning-digitally-enriched-apprenticeships,University of Leeds & UCL Institute of Education,blended learning digitally enriched apprenticeships,4.8,(9 reviews),2 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/blended-learning-embedding-practice,University of Leeds & UCL Institute of Education,blended learning embedding practice,4.6,(48 reviews),3 weeks,4 hrs per week,NA,courses
https://www.futurelearn.com/courses/blended-learning-getting-started,University of Leeds & UCL Institute of Education,blended learning getting started,4.5,(71 reviews),5 weeks,4 hrs per week,NA,courses
https://www.futurelearn.com/courses/body-image-and-mental-health-in-young-people,Mental Health Foundation,body image and mental health in young people,4.5,(12 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/brain-behaviour-and-dentistry,National Yang Ming Chiao Tung University (NYCU),brain behaviour and dentistry,NA,NA,4 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/brand-identity-jonathan-wilson,FutureLearn,brand identity jonathan wilson,NA,NA,3 weeks,4 hrs per week,NA,courses
https://www.futurelearn.com/courses/brand-personality-jonathan-wilson,FutureLearn,brand personality jonathan wilson,NA,NA,3 weeks,4 hrs per week,NA,courses
https://www.futurelearn.com/courses/brand-purpose-jonathan-wilson,FutureLearn,brand purpose jonathan wilson,NA,NA,3 weeks,4 hrs per week,NA,courses
https://www.futurelearn.com/courses/break-even-analysis-sc,Coventry University,break even analysis sc,NA,NA,2 weeks,5 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/shaping-our-future-cities-bringing-nature-into-urban-centres,"RMIT University, EIT Community, European Union (Funded) & New European Bauhaus",shaping our future cities bringing nature into urban centres,4.7,(11 reviews),2 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/-the-enemy-at-home-germanophobia-in-britain-during-the-first-world-war,University of Hull,#NAME?,3.6,(38 reviews),3 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/buddhism-and-zen,HKU School of Professional and Continuing Education,buddhism and zen,4.4,(21 reviews),6 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/build-a-physical-computing-prototype,Lancaster University & Institute of Coding,build a physical computing prototype,NA,NA,4 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/build-an-agile-team,The University of Adelaide,build an agile team,4.8,(5 reviews),4 weeks,1 hr per week,Premium course,courses
https://www.futurelearn.com/courses/instagram-marketing-paid-ads-analytics-monetisation,Social Media College,instagram marketing paid ads analytics monetisation,NA,NA,2 weeks,4 hrs per week,NA,courses
https://www.futurelearn.com/courses/robotic-future,The University of Sheffield,robotic future,4.8,(40 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/building-a-sustainable-future-with-technology,UAL Creative Computing Institute & Feminist Internet,building a sustainable future with technology,NA,NA,3 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/building-a-teaching-career,McGraw Hill & King's College London,building a teaching career,NA,NA,5 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/regaining-a-sense-of-belonging-in-a-globalised-and-mobile-world,"RMIT University, EIT Community & New European Bauhaus",regaining a sense of belonging in a globalised and mobile world,NA,NA,3 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/building-professional-networks,Central Queensland University,building professional networks,4.6,(32 reviews),2 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/building-influence-as-a-key-human-resource-management-professional,University of Lincoln,building influence as a key human resource management professional,NA,NA,3 weeks,5 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/building-information-modelling-bim-for-historic-buildings-and-built-environment,Universiti Malaya,building information modelling bim for historic buildings and built environment,NA,NA,2 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/building-pathology,Universiti Malaya,building pathology,4.7,(6 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/bushfires,"The University of Newcastle Australia, UNITAR & CIFAL Newcastle",bushfires,4.7,(165 reviews),3 weeks,2 hrs per week,Free digital upgrade,courses
https://www.futurelearn.com/courses/business-agility-foundations-a-framework,The Open University & Agile Business Consortium,business agility foundations a framework,NA,NA,3 weeks,4 hrs per week,NA,courses
https://www.futurelearn.com/courses/business-agility-foundations-agile-culture,The Open University & Agile Business Consortium,business agility foundations agile culture,NA,NA,3 weeks,4 hrs per week,NA,courses
https://www.futurelearn.com/courses/business-agility-foundations-an-introduction,The Open University & Agile Business Consortium,business agility foundations an introduction,NA,NA,3 weeks,4 hrs per week,NA,courses
https://www.futurelearn.com/courses/business-agility-foundations-engaging-others,The Open University & Agile Business Consortium,business agility foundations engaging others,NA,NA,3 weeks,4 hrs per week,NA,courses
https://www.futurelearn.com/courses/business-analytics-forecasting,National Tsing Hua University (NTHU),business analytics forecasting,4.5,(16 reviews),6 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/business-workplace-ethics-fashion-industry,"Bloomsbury Publishing, Fairchild Books & FutureLearn",business workplace ethics fashion industry,NA,NA,4 weeks,2 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/business-ethics,University of Leeds,business ethics,4.9,(42 reviews),2 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/professional-etiquette,Central Queensland University,professional etiquette,4.6,(62 reviews),2 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/sustainable-business,RMIT University,sustainable business,4.8,(196 reviews),3 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/business-history-of-the-fifa-world-cup,University of York,business history of the fifa world cup,NA,NA,3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/business-law-fashion-industry,"Bloomsbury Publishing, Fairchild Books & FutureLearn",business law fashion industry,NA,NA,2 weeks,2 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/business-management-and-leadership-sc,The University of Kent,business management and leadership sc,4.5,(13 reviews),2 weeks,5 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/business-management-and-leadership,The University of Kent,business management and leadership,NA,NA,2 weeks,5 hrs per week,NA,courses
https://www.futurelearn.com/courses/business-opportunities-in-additive-manufacturing-applying-business-modelling-to-a-real-company-case,EIT RawMaterials & Aalto University,business opportunities in additive manufacturing applying business modelling to a real company case,NA,NA,3 weeks,3 hrs per week,NA,courses
https://www.futurelearn.com/courses/business-planning-growth-and-successful-companies-sc,The University of Kent,business planning growth and successful companies sc,NA,NA,4 weeks,5 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/business-planning-growth-and-successful-companies,The University of Kent,business planning growth and successful companies,NA,NA,4 weeks,5 hrs per week,NA,courses
https://www.futurelearn.com/courses/business-research-methods-i,Taipei Medical University,business research methods i,NA,NA,5 weeks,1 hr per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/cancer-and-the-genomic-revolution,The University of Glasgow,cancer and the genomic revolution,4.8,(27 reviews),4 weeks,4 hrs per week,NA,courses
https://www.futurelearn.com/courses/health-promotion,Taipei Medical University,health promotion,4.8,(5 reviews),3 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/carbon-markets-examining-eu-policies,European University Institute (EUI),carbon markets examining eu policies,4.2,(5 reviews),5 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/career-planning-essentials-unlock-your-future,"Luleå University of Technology, Arbeta Tillsammans, Interreg Nord & Region Norrbotten",career planning essentials unlock your future,4.6,(5 reviews),3 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/careers-in-fashion-design-product-development-and-fashion-promotion,"Bloomsbury Publishing, Fairchild Books & FutureLearn",careers in fashion design product development and fashion promotion,NA,NA,3 weeks,2 hrs per week,Premium course,courses
